"location","indicator","measure","Unit","Date","Value"
"Massachusetts","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","11000"
"Massachusetts","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","34.1"
"Massachusetts","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","7000"
"Massachusetts","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","2.4"
"Michigan","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","62"
"Michigan","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","22"
"Michigan","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","20"
"Michigan","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","8.16"
"Michigan","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","23"
"Michigan","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","24"
"Michigan","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","7"
"Michigan","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","12"
"Michigan","Adults with AMI Reporting Unmet Need","Number","Number","2017","279000"
"Michigan","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","11325"
"Michigan","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","16"
"Michigan","Adults with AMI Reporting Unmet Need","Percentage","%","2017","20.1"
"Michigan","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","33"
"Michigan","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","53.7"
"Michigan","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","363203"
"Michigan","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","21.43"
"Michigan","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","55000"
"Michigan","Adults with AMI who are Uninsured","Number","Number","2017","174000"
"Michigan","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","19000"
"Michigan","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","29"
"Michigan","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","743000"
"Michigan","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","4.7"
"Michigan","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","460"
"Michigan","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","24"
"Michigan","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","20"
"Michigan","Adults with AMI who are Uninsured","Percentage","%","2017","12.5"
"Michigan","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","20000"
"Minnesota","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","3"
"Minnesota","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","5"
"Minnesota","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","27"
"Minnesota","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","14736"
"Minnesota","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","12"
"Minnesota","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","1"
"Minnesota","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","3"
"Minnesota","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","18.95"
"Minnesota","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","2"
"Minnesota","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","510"
"Minnesota","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","13000"
"Minnesota","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","5.4"
"Minnesota","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","39.9"
"Minnesota","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","11000"
"Minnesota","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","51.9"
"Minnesota","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","21000"
"Minnesota","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","14.38"
"Minnesota","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","104523"
"Minnesota","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","8"
"Minnesota","Adults with AMI Reporting Unmet Need","Percentage","%","2017","24"
"Minnesota","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","4"
"Minnesota","Adults with AMI Reporting Unmet Need","Number","Number","2017","194000"
"Minnesota","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","45"
"Minnesota","Adults with AMI who are Uninsured","Number","Number","2017","55000"
"Minnesota","Adults with AMI who are Uninsured","Percentage","%","2017","6.8"
"Minnesota","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","539000"
"Minnesota","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","44.3"
"Mississippi","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","933000"
"Mississippi","Adults with AMI Reporting Unmet Need","Percentage","%","2017","22.9"
"Mississippi","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","170133"
"Mississippi","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","30.91"
"Mississippi","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","15000"
"Mississippi","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","70"
"Mississippi","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","2000"
"Mississippi","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","11.3"
"Mississippi","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","12000"
"Mississippi","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","18.4"
"Mississippi","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","51"
"Mississippi","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","51"
"Mississippi","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","57.8"
"Mississippi","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","820"
"Mississippi","Adults with AMI Reporting Unmet Need","Number","Number","2017","88000"
"Mississippi","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","46"
"Mississippi","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","23"
"Mississippi","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","47"
"Mississippi","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","51"
"Mississippi","Adults with AMI who are Uninsured","Percentage","%","2017","20.4"
"Mississippi","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","3544"
"Mississippi","Adults with AMI who are Uninsured","Number","Number","2017","79000"
"Mississippi","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","45"
"Mississippi","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","7.95"
"Mississippi","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","41"
"Mississippi","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","51"
"Mississippi","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","39"
"Missouri","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","18.6"
"Missouri","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","7000"
"Missouri","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","66.3"
"Missouri","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","17000"
"Missouri","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","7.5"
"Missouri","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","30000"
"Missouri","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","38"
"Missouri","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","14"
"Missouri","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","15"
"Missouri","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","50"
"Missouri","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","7.87"
"Missouri","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","360"
"Missouri","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","40"
"Missouri","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","48"
"Missouri","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","41"
"Missouri","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","6439"
"Missouri","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","24"
"Missouri","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","23.54"
"Missouri","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","26"
"Missouri","Adults with AMI who are Uninsured","Number","Number","2017","183000"
"Missouri","Adults with AMI who are Uninsured","Percentage","%","2017","22.5"
"Missouri","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","39"
"Missouri","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","272719"
"Missouri","Adults with AMI Reporting Unmet Need","Percentage","%","2017","25.1"
"Missouri","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","52.3"
"Missouri","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","571000"
"Missouri","Adults with AMI Reporting Unmet Need","Number","Number","2017","203000"
"Montana","Adults with AMI Reporting Unmet Need","Number","Number","2017","30000"
"Montana","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","34492"
"Montana","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","18.21"
"Montana","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","4000"
"Montana","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","64.6"
"Montana","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","18"
"Montana","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","12.8"
"Montana","Adults with AMI Reporting Unmet Need","Percentage","%","2017","18.4"
"Montana","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","2000"
"Montana","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","10"
"Montana","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","410"
"Montana","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","19"
"Montana","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","1000"
"Montana","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","6.6"
"Montana","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","761"
"Montana","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","5.78"
"Montana","Adults with AMI who are Uninsured","Number","Number","2017","31000"
"Montana","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","33"
"Montana","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","29"
"Montana","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","6"
"Montana","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","40"
"Montana","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","19"
"Montana","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","48"
"Montana","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","433000"
"Montana","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","48.1"
"Montana","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","35"
"Montana","Adults with AMI who are Uninsured","Percentage","%","2017","18.6"
"Nebraska","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","2313"
"Nebraska","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","19"
"Nebraska","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","2000"
"Nebraska","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","14"
"Nebraska","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","6000"
"Nebraska","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","440"
"Nebraska","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","8.3"
"Nebraska","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","20"
"Nebraska","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","37"
"Nebraska","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","32"
"Nebraska","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","27.6"
"Nebraska","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","57.5"
"Nebraska","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","35"
"Nebraska","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","8.46"
"Nebraska","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","62.1"
"Nebraska","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","25"
"Nebraska","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","27"
"Nebraska","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","17"
"Nebraska","Adults with AMI who are Uninsured","Number","Number","2017","38000"
"Nebraska","Adults with AMI who are Uninsured","Percentage","%","2017","15.3"
"Nebraska","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","22"
"Nebraska","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","8000"
"Nebraska","Adults with AMI Reporting Unmet Need","Number","Number","2017","48000"
"Nebraska","Adults with AMI Reporting Unmet Need","Percentage","%","2017","19.2"
"Nebraska","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","48379"
"Nebraska","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","19.39"
"Nebraska","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","298000"
"Nevada","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","64"
"Nevada","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","20000"
"Nevada","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","24.75"
"Nevada","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","41"
"Nevada","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","109424"
"Nevada","Adults with AMI Reporting Unmet Need","Percentage","%","2017","22.4"
"Nevada","Adults with AMI Reporting Unmet Need","Number","Number","2017","91000"
"Nevada","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","32"
"Nevada","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","66"
"Nevada","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","44000"
"Nevada","Adults with AMI who are Uninsured","Percentage","%","2017","19"
"Nevada","Adults with AMI who are Uninsured","Number","Number","2017","77000"
"Nevada","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","10.8"
"Nevada","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","12000"
"Nevada","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","43"
"Nevada","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","51"
"Nevada","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","4.35"
"Nevada","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","14.2"
"Nevada","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","1826"
"Nevada","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","31"
"Nevada","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","580"
"Nevada","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","2000"
"Nevada","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","41"
"Nevada","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","47"
"Nevada","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","43"
"Nevada","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","38"
"Nevada","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","47"
"New Hampshire","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","7"
"New Hampshire","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","49"
"New Hampshire","Adults with AMI who are Uninsured","Percentage","%","2017","10.9"
"New Hampshire","Adults with AMI who are Uninsured","Number","Number","2017","25000"
"New Hampshire","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","16"
"New Hampshire","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","11"
"New Hampshire","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","5"
"New Hampshire","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","17"
"New Hampshire","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","7"
"New Hampshire","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","247000"
"New Hampshire","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","12"
"New Hampshire","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","7"
"New Hampshire","Adults with AMI Reporting Unmet Need","Number","Number","2017","54000"
"New Hampshire","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","4.5"
"New Hampshire","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","3000"
"New Hampshire","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","31.8"
"New Hampshire","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","2107"
"New Hampshire","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","2000"
"New Hampshire","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","12.44"
"New Hampshire","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","58"
"New Hampshire","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","44"
"New Hampshire","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","7000"
"New Hampshire","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","13.47"
"New Hampshire","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","28019"
"New Hampshire","Adults with AMI Reporting Unmet Need","Percentage","%","2017","23.8"
"New Hampshire","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","6"
"New Hampshire","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","390"
"New Jersey","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","18"
"New Jersey","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","41"
"New Jersey","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","33"
"New Jersey","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","9000"
"New Jersey","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","5"
"New Jersey","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","26.4"
"New Jersey","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","21000"
"New Jersey","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","36"
"New Jersey","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","5.1"
"New Jersey","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","34"
"New Jersey","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","63.5"
"New Jersey","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","7955"
"New Jersey","Adults with AMI Reporting Unmet Need","Percentage","%","2017","17.4"
"New Jersey","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","58.2"
"New Jersey","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","258348"
"New Jersey","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","22.35"
"New Jersey","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","357000"
"New Jersey","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","580"
"New Jersey","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","6.35"
"New Jersey","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","11"
"New Jersey","Adults with AMI Reporting Unmet Need","Number","Number","2017","177000"
"New Jersey","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","34000"
"New Jersey","Adults with AMI who are Uninsured","Percentage","%","2017","11.3"
"New Jersey","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank, 1= State with lowest percentage of people with Severe MDE who Received Some Consistent Treatment","2017","22"
"New Jersey","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","26"
"New Jersey","Adults with AMI who are Uninsured","Number","Number","2017","115000"
"New Jersey","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","30"
"New Mexico","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","1959"
"New Mexico","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","6.41"
"New Mexico","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","8"
"New Mexico","Adults with AMI Reporting Unmet Need","Number","Number","2017","60000"
"New Mexico","Adults with AMI Reporting Unmet Need","Percentage","%","2017","18.2"
"New Mexico","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","21.009"
"New Mexico","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","12000"
"New Mexico","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","4.7"
"New Mexico","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","69.2"
"New Mexico","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","2000"
"New Mexico","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","3000"
"New Mexico","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","21.9"
"New Mexico","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","72475"
"New Mexico","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","34"
"New Mexico","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","7"
"New Mexico","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","32"
"New Mexico","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","57.2"
"New Mexico","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","15"
"New Mexico","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","280"
"New Mexico","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","45"
"New Mexico","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","743000"
"New Mexico","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","7"
"New Mexico","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","23"
"New Mexico","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","33"
"New Mexico","Adults with AMI who are Uninsured","Number","Number","2017","36000"
"New Mexico","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","31"
"New Mexico","Adults with AMI who are Uninsured","Percentage","%","2017","10.8"
"New York","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Rank","Rank,1=Highest mental health provider","2017","20"
"New York","Youth with Severe MDE who Received Some Consistent Treatment","Number","Number","2017","28000"
"New York","Students Identified with Emotional Disturbance for an Individualized Education Program","Rank","Rank,1=Highest mental health provider","2017","14"
"New York","Adults with AMI who are Uninsured","Rank","Rank,1=Highest mental health provider","2017","13"
"New York","Adults with AMI who Did Not Receive Treatment","Rank","Rank,1=Highest mental health provider","2017","33"
"New York","Youth with Severe MDE who Received Some Consistent Treatment","Percentage","%","2017","28.1"
"New York","Access to Care Ranking","Rank","Rank,1=Highest mental health provider","2017","11"
"New York","Students Identified with Emotional Disturbance for an Individualized Education Program","Number","Number","2017","24377"
"New York","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Number","Number","2017","47000"
"New York","Children with Private Insurance that Did Not Cover Mental or Emotional Problems","Percentage","%","2017","6.6"
"New York","Adults with Disability who Could Not See a Doctor Due to Costs","Rank","Rank,1=Highest mental health provider","2017","22"
"New York","Mental Health Workforce Availability","Rank","Rank,1=Highest mental health provider","2017","19"
"New York","Youth with MDE who Did Not Receive Mental Health Services","Rank","Rank,1=Highest mental health provider","2017","17"
"New York","Youth with Severe MDE who Received Some Consistent Treatment","Rank","Rank,1=Highest mental health provider","2017","14"
"New York","Adults with AMI who are Uninsured","Percentage","%","2017","10.3"
"New York","Adults with AMI who Did Not Receive Treatment","Number","Number","2017","1468000"
"New York","Students Identified with Emotional Disturbance for an Individualized Education Program","Rate per 1K Students","per 1000 students","2017","9.82"
"New York","Adults with AMI who Did Not Receive Treatment","Percentage","%","2017","56.4"
"New York","Adults with AMI Reporting Unmet Need","Number","Number","2017","483000"
"New York","Adults with AMI Reporting Unmet Need","Rank","Rank,1=Highest mental health provider","2017","11"
"New York","Adults with AMI who are Uninsured","Number","Number","2017","268000"
"New York","Adults with AMI Reporting Unmet Need","Percentage","%","2017","18.6"
"New York","Adults with Disability who Could Not See a Doctor Due to Costs","Percentage","%","2017","18.79"
"New York","Youth with MDE who Did Not Receive Mental Health Services","Number","Number","2017","91000"
"New York","Youth with MDE who Did Not Receive Mental Health Services","Percentage","%","2017","60.3"
"New York","Mental Health Workforce Availability","Ratio","Population per mental health provider","2017","420"
"New York","Adults with Disability who Could Not See a Doctor Due to Costs","Number","Number","2017","531331"
